CustomerID,FirstName,LastName,Email,Phone,Gender,Age,City,Region,Segment,JoinDate
85,Faraj,Devan,cust85_hotmail.com,+91 865908996,Other,48,Pune,West,Regular,2026-03-31
86,Mitali,Murthy,cust86_hotmail.com,+91 959958552,Other,53,Chandigarh,North,Regular,2024-07-24
87,Zaid,Comar,cust87_gmail.com,+91 997486272,Other,40,Bangalore,South,Regular,2024-03-08
88,Quincy,Tata,cust88_hotmail.com,+91 841832397,Female,29,Ahmedabad,West,Regular,2026-02-16
89,Jacob,Lala,cust89_yahoo.com,+91 941760814,Other,19,Kolkata,East,Regular,2024-08-24
90,Sanaya,Kala,cust90_hotmail.com,+91 856490120,Other,46,Chandigarh,North,Regular,2025-12-29
91,Vritti,Iyengar,cust91_gmail.com,+91 842456334,Male,32,Guwahati,East,Regular,2024-03-19
92,Ethan,Seth,cust92_gmail.com,+91 738974699,Male,56,Surat,West,Occasional,2023-07-30
93,Sai,Chahal,cust93_hotmail.com,+91 856149878,Male,29,Bhopal,Central,Regular,2026-01-13
94,Idika,Bhattacharyya,cust94_hotmail.com,+91 980151356,Other,20,Bangalore,South,Occasional,2024-05-11
95,Bina,Mital,cust95_gmail.com,+91 828979546,Male,32,Surat,West,New,2025-04-22
96,Owen,Pathak,cust96_hotmail.com,+91 831633168,Female,29,Hyderabad,South,New,2026-01-10
97,Jairaj,Iyer,cust97_gmail.com,+91 932395661,Other,45,Indore,Central,New,2023-12-15
98,Wakeeta,Bal,cust98_yahoo.com,+91 787829178,Male,19,Hyderabad,South,Occasional,2024-01-03
99,Jyoti,Sibal,cust99_hotmail.com,+91 769666879,Other,38,Pune,West,Occasional,2025-05-10
100,Gabriel,Bhatti,cust100_yahoo.com,+91 751975275,Male,32,Hyderabad,South,Occasional,2023-07-21
101,Varenya,Vora,cust101_yahoo.com,+91 731149580,Female,24,New Delhi,North,Occasional,2024-09-10
102,Nimrat,Borah,cust102_gmail.com,+91 869351565,Other,26,Chennai,South,Occasional,2026-04-09
103,Ethan,Sengupta,cust103_yahoo.com,+91 915168486,Other,23,Hyderabad,South,VIP,2024-05-07
104,Zansi,Padmanabhan,cust104_gmail.com,+91 880654843,Other,40,Guwahati,East,New,2025-11-22
105,Qabil,Dayal,cust105_yahoo.com,+91 961869357,Other,48,Bhubaneswar,East,New,2026-04-27
106,Christopher,Dash,cust106_hotmail.com,+91 736175714,Male,38,Kochi,South,Occasional,2025-02-20
107,Daksha,Gala,cust107_gmail.com,+91 848482124,Female,35,Chandigarh,North,Regular,2023-08-26
108,Umang,Pal,cust108_hotmail.com,+91 928560985,Female,52,Jaipur,North,Occasional,2024-05-16
109,Farhan,Krishna,cust109_gmail.com,+91 728116332,Female,43,Chennai,South,Regular,2024-03-17
110,Anvi,Dass,cust110_hotmail.com,+91 857309574,Other,23,Guwahati,East,Regular,2025-09-13
111,Girik,Thakkar,cust111_hotmail.com,+91 922402483,Male,18,Jaipur,North,Regular,2024-04-15
112,Mitesh,Garg,cust112_hotmail.com,+91 947463940,Male,47,Guwahati,East,Occasional,2023-09-19
113,Geetika,Barman,cust113_gmail.com,+91 852298417,Male,47,Chandigarh,North,Regular,2025-08-28
114,Chakradev,Lanka,cust114_hotmail.com,+91 981376161,Other,16,Jaipur,North,Occasional,2023-05-07
115,Omaja,Balasubramanian,cust115_yahoo.com,+91 861442917,Male,54,Nagpur,Central,Regular,2023-11-24
116,Bimala,Mittal,cust116_yahoo.com,+91 816920629,Female,52,Nagpur,Central,Regular,2025-09-01
117,Nidra,Mishra,cust117_yahoo.com,+91 914782898,Female,50,Guwahati,East,Occasional,2024-01-16
118,Darpan,Dugar,cust118_yahoo.com,+91 852776831,Male,43,Indore,Central,Occasional,2023-04-24
119,Veda,Shetty,cust119_gmail.com,+91 721731493,Male,32,Pune,West,Regular,2024-10-07
120,Maanas,Munshi,cust120_hotmail.com,+91 727299528,Female,51,New Delhi,North,Regular,2024-06-12
121,Hemani,Rastogi,cust121_gmail.com,+91 942315100,Other,19,Kochi,South,Regular,2024-05-11
122,Kamala,Varma,cust122_hotmail.com,+91 818324579,Other,25,Lucknow,North,New,2026-03-27
123,Eiravati,Khurana,cust123_yahoo.com,+91 968931450,Male,54,Kolkata,East,Occasional,2023-06-14
124,Amara,Sengupta,cust124_gmail.com,+91 981661933,Female,36,Surat,West,Occasional,2023-07-10
125,Gunbir,Bedi,cust125_yahoo.com,+91 985632798,Other,32,Pune,West,Occasional,2023-08-07
126,Omya,Kothari,cust126_gmail.com,+91 871378436,Male,47,Hyderabad,South,Regular,2024-08-19
127,Dhriti,Gupta,cust127_gmail.com,+91 842209943,Other,24,Kolkata,East,Occasional,2024-05-23
128,Yutika,Sibal,cust128_yahoo.com,+91 722814655,Female,47,Hyderabad,South,Regular,2025-02-13
129,Widisha,Bajaj,cust129_gmail.com,+91 848183348,Other,25,Guwahati,East,Occasional,2024-04-24
130,Yashasvi,Shankar,cust130_gmail.com,+91 861934542,Male,24,Lucknow,North,Regular,2024-09-02
131,Ira,Bava,cust131_gmail.com,+91 749341598,Female,46,Lucknow,North,New,2023-12-01
132,Warda,Singhal,cust132_yahoo.com,+91 840393349,Female,54,Patna,East,Occasional,2024-03-13
133,Abhiram,Chokshi,cust133_yahoo.com,+91 885485973,Other,20,Pune,West,Regular,2025-04-13
134,Aishani,Pau,cust134_yahoo.com,+91 964604194,Male,59,New Delhi,North,Occasional,2023-07-28
135,Chakradev,Rattan,cust135_gmail.com,+91 714236398,Female,38,New Delhi,North,Occasional,2024-07-22
136,Robert,Patil,cust136_hotmail.com,+91 749438202,Male,17,Mumbai,West,New,2025-06-04
137,Ethan,Raju,cust137_hotmail.com,+91 734908274,Other,40,New Delhi,North,Occasional,2024-03-24
138,Ati,Dani,cust138_gmail.com,+91 947730956,Female,48,Kolkata,East,VIP,2024-11-30
139,Meera,Prakash,cust139_yahoo.com,+91 769720972,Male,31,Nagpur,Central,Regular,2023-05-31
140,Jasmit,Dhawan,cust140_gmail.com,+91 938805390,Female,17,Indore,Central,Regular,2025-05-16
141,Yashodhara,Ratti,cust141_hotmail.com,+91 867467621,Other,34,Pune,West,Regular,2025-07-24
142,Chakradev,Barad,cust142_gmail.com,+91 895434315,Male,30,Guwahati,East,Regular,2023-03-04
143,Gauri,Som,cust143_hotmail.com,+91 785996220,Male,24,Bangalore,South,Regular,2026-01-13
144,Manthan,Varma,cust144_gmail.com,+91 919389888,Male,36,Patna,East,Occasional,2024-12-10
145,Eiravati,Gaba,cust145_yahoo.com,+91 865519225,Other,56,Bhopal,Central,Occasional,2024-05-24
146,Chandani,Nayar,cust146_hotmail.com,+91 770771134,Other,38,Nagpur,Central,Regular,2025-08-15
147,Vrishti,Mistry,cust147_yahoo.com,+91 714961973,Male,31,Chennai,South,Regular,2025-03-02
148,Jyoti,Narula,cust148_hotmail.com,+91 851560236,Other,35,Guwahati,East,Occasional,2023-01-26
149,Omaja,Morar,cust149_hotmail.com,+91 933107990,Other,25,Bhubaneswar,East,New,2023-06-20
150,Avi,Som,cust150_yahoo.com,+91 828143243,Female,30,Kolkata,East,Occasional,2025-12-04
151,Vedant,Behl,cust151_hotmail.com,+91 933527139,Male,15,Bhubaneswar,East,Occasional,2025-10-15
152,Onkar,Viswanathan,cust152_hotmail.com,+91 723594890,Female,47,Ahmedabad,West,Regular,2025-01-16
153,Lajita,Divan,cust153_hotmail.com,+91 974380643,Other,40,Chennai,South,New,2026-01-25
154,Azad,Choudhary,cust154_gmail.com,+91 915565836,Female,52,Bhopal,Central,Occasional,2024-01-12
155,Ridhi,Murthy,cust155_yahoo.com,+91 852118517,Male,52,Raipur,Central,Occasional,2023-01-30
156,Nitara,Jani,cust156_yahoo.com,+91 887685336,Female,35,Chandigarh,North,Occasional,2023-08-24
157,Urishilla,Bhatia,cust157_hotmail.com,+91 893972139,Female,29,Kochi,South,Occasional,2025-02-18
158,Zilmil,Johal,cust158_hotmail.com,+91 810643334,Female,17,Nagpur,Central,Regular,2023-08-03
159,Vanya,Vora,cust159_yahoo.com,+91 765148177,Female,32,Patna,East,Occasional,2024-05-19
160,Oscar,Sharaf,cust160_hotmail.com,+91 991906413,Male,53,Raipur,Central,Occasional,2024-05-02
161,Irya,Lalla,cust161_hotmail.com,+91 980394898,Other,22,Patna,East,New,2024-06-15
162,Rehaan,Koshy,cust162_yahoo.com,+91 993305114,Male,58,Bhubaneswar,East,Regular,2025-01-22
163,Chanchal,Kar,cust163_yahoo.com,+91 722232867,Female,31,Pune,West,Regular,2025-05-16
164,Bhavya,Johal,cust164_hotmail.com,+91 764308846,Female,25,Ahmedabad,West,Regular,2026-04-12
165,Vrinda,Nadig,cust165_yahoo.com,+91 980754170,Other,19,Ahmedabad,West,New,2025-12-31
166,Anusha,Mani,cust166_gmail.com,+91 744283216,Male,43,New Delhi,North,Regular,2024-06-25
167,Ladli,Rana,cust167_yahoo.com,+91 771784729,Other,32,Raipur,Central,Occasional,2025-06-09
168,Madhav,Mannan,cust168_gmail.com,+91 759925293,Female,49,Mumbai,West,New,2026-04-15
169,Farhan,Pal,cust169_yahoo.com,+91 728450264,Male,48,New Delhi,North,Occasional,2024-03-22
170,Aahana,Srinivas,cust170_gmail.com,+91 954130448,Female,39,Bhopal,Central,Occasional,2025-10-16
171,Anika,Magar,cust171_gmail.com,+91 837271294,Other,54,Kolkata,East,Occasional,2023-11-10
172,Wriddhish,Kibe,cust172_gmail.com,+91 794899606,Other,50,Indore,Central,Occasional,2023-06-19
173,Upkaar,Kaul,cust173_gmail.com,+91 835142137,Other,43,Bhubaneswar,East,Regular,2025-11-06
174,Odika,Narayanan,cust174_hotmail.com,+91 957764446,Male,41,Nagpur,Central,Occasional,2023-06-05
175,Harish,Devan,cust175_gmail.com,+91 727963198,Female,53,Lucknow,North,Occasional,2025-01-03
176,Nakul,Ray,cust176_hotmail.com,+91 880664843,Female,36,Jaipur,North,Regular,2025-05-04
177,Vansha,Iyengar,cust177_yahoo.com,+91 878941535,Male,33,Lucknow,North,VIP,2025-01-08
178,Bhavika,Bhargava,cust178_gmail.com,+91 927812364,Female,39,New Delhi,North,New,2024-05-13
179,Vincent,Warrior,cust179_hotmail.com,+91 777472176,Female,46,Ahmedabad,West,Regular,2025-10-10
180,Baljiwan,Gill,cust180_yahoo.com,+91 746435289,Male,60,Surat,West,Regular,2026-01-28
181,Balhaar,Ranganathan,cust181_yahoo.com,+91 722370886,Female,36,Bangalore,South,Regular,2023-10-01
182,Bimala,Barad,cust182_gmail.com,+91 784919180,Other,29,Jaipur,North,VIP,2023-10-17
183,Hredhaan,Nayak,cust183_yahoo.com,+91 983991807,Other,49,Mumbai,West,Regular,2024-04-08
184,Wakeeta,Desai,cust184_hotmail.com,+91 815419999,Male,41,Nagpur,Central,Regular,2024-12-06
185,Anjali,Hans,cust185_gmail.com,+91 727170196,Other,52,Ahmedabad,West,VIP,2024-12-28
186,Nicholas,Shanker,cust186_hotmail.com,+91 861654209,Female,31,Kolkata,East,Regular,2024-05-28
187,Quincy,Atwal,cust187_hotmail.com,+91 831289764,Male,51,Bhopal,Central,Occasional,2024-02-04
188,Chakrika,Hans,cust188_gmail.com,+91 726273855,Female,58,New Delhi,North,Occasional,2024-06-07
189,Nidra,Sane,cust189_hotmail.com,+91 944690913,Other,27,Kolkata,East,Regular,2025-08-07
190,Gabriel,Rattan,cust190_hotmail.com,+91 788782497,Female,27,Bangalore,South,Occasional,2024-05-24
191,Qasim,Dey,cust191_yahoo.com,+91 885521692,Male,33,Ahmedabad,West,Regular,2023-05-29
192,Yuvraj,Ahuja,cust192_yahoo.com,+91 842763719,Other,46,Indore,Central,VIP,2024-05-17
193,Warinder,Sekhon,cust193_yahoo.com,+91 742807231,Other,51,Chandigarh,North,Regular,2024-08-18
194,Chasmum,Apte,cust194_yahoo.com,+91 726828141,Other,29,Indore,Central,New,2024-05-27
195,Jagvi,Keer,cust195_gmail.com,+91 827323383,Other,22,New Delhi,North,Occasional,2025-10-12
196,Jagat,Shroff,cust196_yahoo.com,+91 762209449,Other,28,Bangalore,South,Regular,2025-11-03
197,Nidra,Thakkar,cust197_hotmail.com,+91 862487775,Female,48,Bangalore,South,Occasional,2023-09-06
198,Deepa,Dalal,cust198_hotmail.com,+91 736498461,Other,27,Patna,East,New,2026-04-10
199,Jhalak,Kant,cust199_gmail.com,+91 865150358,Female,15,Kochi,South,Regular,2024-04-03
200,Vanya,Dua,cust200_yahoo.com,+91 968636396,Male,28,Bangalore,South,Regular,2023-07-27
201,Kashvi,Sagar,cust201_hotmail.com,+91 832536887,Female,15,Pune,West,Regular,2026-03-07
202,Urishilla,Yogi,cust202_hotmail.com,+91 854410759,Other,29,Indore,Central,Regular,2025-05-03
203,Yug,Bumb,cust203_hotmail.com,+91 830591325,Female,43,Surat,West,New,2023-12-06
204,Janaki,Brahmbhatt,cust204_hotmail.com,+91 859324664,Other,47,Jaipur,North,Occasional,2024-11-24
205,David,Tiwari,cust205_gmail.com,+91 957634360,Female,59,Bangalore,South,Regular,2023-06-24
206,Mason,Gala,cust206_yahoo.com,+91 812164680,Other,21,Nagpur,Central,Regular,2025-06-08
207,Riya,Dada,cust207_hotmail.com,+91 981976728,Male,51,Ahmedabad,West,Occasional,2025-03-19
208,Vrinda,Chand,cust208_hotmail.com,+91 877103252,Other,16,Bhopal,Central,Regular,2023-11-16
209,Christopher,Setty,cust209_gmail.com,+91 810592298,Other,26,Raipur,Central,Regular,2024-11-23
210,Ojasvi,Shan,cust210_hotmail.com,+91 944700304,Female,55,Surat,West,Regular,2025-03-08
211,Turvi,Morar,cust211_hotmail.com,+91 870739300,Male,30,Nagpur,Central,Regular,2023-03-31
212,Meghana,Kumar,cust212_gmail.com,+91 778441604,Female,29,Ahmedabad,West,Regular,2023-02-03
213,Tejas,Bora,cust213_gmail.com,+91 723678240,Other,29,Indore,Central,Regular,2026-03-04
214,Hemangini,Bhatt,cust214_hotmail.com,+91 878856174,Female,21,Jaipur,North,Occasional,2024-10-20
215,Ekapad,Sodhi,cust215_gmail.com,+91 738855319,Other,28,Raipur,Central,Regular,2023-04-04
216,Nilima,Gole,cust216_gmail.com,+91 962223387,Male,56,Lucknow,North,Occasional,2024-03-21
217,Osha,Prasad,cust217_yahoo.com,+91 840726221,Male,20,Patna,East,Occasional,2026-04-04
218,Krishna,Prashad,cust218_gmail.com,+91 898383654,Male,25,Bhopal,Central,Occasional,2024-11-27
219,Kiaan,Pall,cust219_gmail.com,+91 852202190,Male,47,Chandigarh,North,Occasional,2025-11-26
220,Maya,Wadhwa,cust220_gmail.com,+91 899457465,Male,43,Nagpur,Central,Occasional,2023-10-05
221,Udant,Aggarwal,cust221_gmail.com,+91 790685121,Other,57,Bangalore,South,Regular,2026-02-04
222,Ubika,Samra,cust222_hotmail.com,+91 915850283,Male,27,Hyderabad,South,Occasional,2024-04-08
223,Victor,Kota,cust223_yahoo.com,+91 817777560,Female,29,Hyderabad,South,Occasional,2024-08-12
224,Mohammed,Majumdar,cust224_gmail.com,+91 936475742,Other,34,New Delhi,North,Occasional,2024-06-21
225,Isaiah,Balay,cust225_hotmail.com,+91 730585487,Other,15,Patna,East,Regular,2026-01-31
226,Amol,Khosla,cust226_gmail.com,+91 823186882,Other,25,Jaipur,North,Regular,2024-10-13
227,Harrison,Bandi,cust227_yahoo.com,+91 839816932,Male,25,Kochi,South,Regular,2023-04-15
228,Chanakya,Konda,cust228_hotmail.com,+91 786645776,Female,51,Nagpur,Central,Regular,2025-07-17
229,Neelima,Sarna,cust229_gmail.com,+91 966385423,Male,31,Guwahati,East,Occasional,2023-03-10
230,Teerth,Bhalla,cust230_gmail.com,+91 858891648,Female,44,Jaipur,North,New,2025-04-18
231,Bimala,Kaur,cust231_hotmail.com,+91 716335854,Other,59,Indore,Central,Occasional,2025-02-21
232,Eiravati,Nagi,cust232_gmail.com,+91 984829855,Female,23,Chandigarh,North,VIP,2025-06-13
233,Luke,Verma,cust233_gmail.com,+91 716620978,Male,53,Hyderabad,South,Occasional,2024-04-13
234,Charita,Maharaj,cust234_gmail.com,+91 920447637,Other,49,Jaipur,North,Regular,2024-10-04
235,Parth,Sane,cust235_hotmail.com,+91 732145537,Other,46,Ahmedabad,West,New,2025-05-14
236,Champak,Padmanabhan,cust236_hotmail.com,+91 991191630,Male,24,Hyderabad,South,Occasional,2025-02-08
237,Lakshmi,Vohra,cust237_yahoo.com,+91 979182855,Other,35,Chandigarh,North,Regular,2025-11-08
238,Omaja,Rege,cust238_gmail.com,+91 711898127,Male,57,Ahmedabad,West,Occasional,2025-12-17
239,Krisha,Gour,cust239_hotmail.com,+91 791699183,Female,20,New Delhi,North,Occasional,2024-04-10
240,Wridesh,Kar,cust240_yahoo.com,+91 992480158,Female,55,Kolkata,East,Occasional,2025-01-05
241,Maanas,Sheth,cust241_gmail.com,+91 755420488,Other,58,Indore,Central,Regular,2026-01-04
242,Nitara,Saha,cust242_hotmail.com,+91 830187658,Female,24,Nagpur,Central,Occasional,2025-05-23
243,Krish,Rama,cust243_gmail.com,+91 876886178,Female,24,Raipur,Central,Regular,2025-04-03
244,Samar,Narayanan,cust244_hotmail.com,+91 870141619,Female,42,Mumbai,West,Regular,2024-02-01
245,Shivani,Prabhakar,cust245_gmail.com,+91 943351486,Male,37,New Delhi,North,Occasional,2023-05-03
246,Rayaan,Behl,cust246_yahoo.com,+91 945642253,Other,40,Lucknow,North,Regular,2025-04-12
247,Balveer,Bora,cust247_gmail.com,+91 744623333,Female,35,Jaipur,North,Regular,2024-08-08
248,Teerth,Srinivas,cust248_gmail.com,+91 783484847,Female,17,Lucknow,North,Occasional,2026-03-29
249,Chavvi,Aurora,cust249_gmail.com,+91 836346520,Male,53,Chandigarh,North,New,2024-06-01
250,Jacob,Srinivas,cust250_gmail.com,+91 812890739,Other,55,Raipur,Central,New,2023-10-23
251,Samarth,Ranganathan,cust251_gmail.com,+91 717374921,Male,18,Bhopal,Central,New,2025-12-16
252,Ekanta,Mandal,cust252_yahoo.com,+91 781641856,Other,15,Bhubaneswar,East,Regular,2025-05-07
253,Jagrati,Morar,cust253_yahoo.com,+91 873354628,Other,27,Pune,West,Regular,2024-12-25
254,Yochana,Tank,cust254_yahoo.com,+91 841258789,Female,19,Bangalore,South,Regular,2024-07-12
255,Upasna,Nagarajan,cust255_gmail.com,+91 776685760,Other,57,Bhubaneswar,East,Occasional,2023-06-03
256,Dhriti,Sachdev,cust256_gmail.com,+91 712348529,Female,60,Surat,West,Regular,2024-07-29
257,Timothy,Dhingra,cust257_gmail.com,+91 749896357,Male,20,Raipur,Central,Regular,2025-05-23
258,Omisha,Merchant,cust258_gmail.com,+91 959260463,Female,38,Chandigarh,North,Occasional,2024-02-10
