CustomerID,FirstName,LastName,Email,Phone,Gender,Age,City,Region,Segment,JoinDate
19,Crystal,Brown,cust19_jones-lee.com,321.829.8338,Female,52,Philadelphia,North,VIP,2024-11-18
20,Stuart,Martin,cust20_sanchez.org,744.897.3471,Other,27,Minneapolis,Midwest,Occasional,2026-01-31
21,Gary,Alexander,cust21_lynch.info,4666149828,Female,28,Boston,North,Regular,2024-08-09
22,Steven,Chavez,cust22_hart-castillo.com,(973)823-0085,Male,21,Seattle,West,Occasional,2024-08-14
23,Shelby,Waller,cust23_cruz-parker.org,660-716-9236,Male,59,Washington DC,East,Occasional,2024-10-07
24,Jenna,Reid,cust24_horton-curtis.biz,001-533-470-5024x9724,Male,20,Miami,South,Regular,2025-03-02
25,Darryl,Davis,cust25_rangel.com,336.726.4488x69461,Male,50,Atlanta,South,Regular,2023-01-20
26,Joseph,Clark,cust26_sanders.info,4117686462,Male,50,Minneapolis,Midwest,Occasional,2023-08-10
27,Jane,Gonzalez,cust27_shaw.info,001-932-330-2346,Other,63,Indianapolis,Midwest,Occasional,2023-10-17
28,Gabriel,Carter,cust28_martinez-brown.com,001-237-371-0040,Male,30,Washington DC,East,Occasional,2025-09-15
29,Alexa,Smith,cust29_meyer.info,259.765.5553x5669,Other,49,Atlanta,South,VIP,2023-11-24
30,Linda,Smith,cust30_morales.com,+1-218-743-5797x863,Other,71,Chicago,North,Regular,2024-05-28
31,Cynthia,Marks,cust31_nguyen.biz,001-291-456-7164x9328,Other,18,Atlanta,South,New,2023-01-26
32,Laura,Turner,cust32_davies.info,878-233-3211,Female,53,Charlotte,East,Regular,2025-02-12
33,Sarah,Nguyen,cust33_miranda-robinson.com,+1-871-828-7153x99156,Male,66,Columbus,Midwest,Occasional,2023-09-06
34,Jeffrey,Wilson,cust34_rodriguez.org,619.252.5690,Female,34,Seattle,West,Regular,2023-12-29
35,Amanda,Boone,cust35_flores-diaz.com,999.431.6087x52437,Male,46,Phoenix,West,Occasional,2025-07-05
36,Justin,Burgess,cust36_johnson.com,297-437-4605x233,Male,29,Orlando,East,Regular,2025-07-23
37,Jessica,Evans,cust37_gaines.biz,467-756-6184x43861,Other,31,Indianapolis,Midwest,Regular,2025-01-27
38,Lacey,Glenn,cust38_horn.com,729.327.7423x330,Other,61,Charlotte,East,Regular,2026-03-14
39,Kristen,Garrison,cust39_clements-simmons.com,8154720185,Female,47,Charlotte,East,VIP,2025-11-19
40,Jennifer,Sanchez,cust40_allen.com,001-392-361-7647x501,Male,50,Dallas,South,VIP,2025-08-31
41,Tracy,Barnett,cust41_walker.info,319-426-7649x215,Male,39,Boston,North,Regular,2023-07-09
42,Lisa,Smith,cust42_roth.com,298.413.1292x08751,Female,43,Detroit,Midwest,Occasional,2024-09-21
43,Jamie,Martin,cust43_scott.com,445.982.6034x08487,Female,53,Miami,South,Occasional,2025-06-12
44,Lawrence,Bartlett,cust44_obrien-dixon.com,+1-603-403-2432x98395,Other,24,Houston,South,New,2025-12-15
45,Cindy,Jones,cust45_green-santos.com,(471)846-2831x4359,Male,35,New York,North,New,2026-02-06
46,Leslie,French,cust46_johnson-munoz.com,418-518-6151x554,Female,64,Phoenix,West,Occasional,2023-08-27
47,Alejandro,Bennett,cust47_gray.com,(684)697-1859,Male,41,Houston,South,Regular,2024-03-01
48,Cory,Williams,cust48_potts-price.com,001-488-896-7924x0822,Other,41,Miami,South,VIP,2025-08-01
49,Jill,Brown,cust49_fowler.org,(672)875-7844x68341,Female,67,Indianapolis,Midwest,VIP,2025-05-31
50,Lawrence,Davis,cust50_jones.com,(490)914-8706,Male,34,Chicago,North,Regular,2026-04-12
51,Zachary,Cuevas,cust51_wolfe.com,001-568-453-8909x728,Other,65,Houston,South,New,2025-02-12
52,Michael,Anderson,cust52_farley-henderson.biz,(951)653-8144,Male,18,Philadelphia,North,Regular,2023-04-27
53,Jason,Rojas,cust53_long.net,7796705097,Other,62,Miami,South,Occasional,2024-02-16
54,Daniel,Bailey,cust54_lopez.info,418.682.6170,Other,54,Los Angeles,West,Regular,2024-07-03
55,Thomas,Brooks,cust55_patterson-white.com,577-322-5605,Male,43,Atlanta,South,Occasional,2023-12-18
56,Justin,Anderson,cust56_manning-santana.com,+1-437-341-6787x25686,Female,45,New York,North,Occasional,2023-10-22
57,Laura,Martinez,cust57_porter-saunders.com,9563906744,Male,54,Columbus,Midwest,New,2023-06-17
58,Roy,Williamson,cust58_dixon.com,001-536-337-1892x392,Other,36,Chicago,North,Occasional,2026-03-28
59,Richard,Hill,cust59_hickman.com,+1-931-206-6843x356,Male,60,Dallas,South,Regular,2023-07-25
60,Ronald,Williams,cust60_adams.com,001-963-650-2000x534,Other,46,Atlanta,South,Occasional,2025-03-03
61,Craig,Lopez,cust61_cox-torres.com,+1-808-325-5598x95343,Other,62,Philadelphia,North,Regular,2025-07-31
62,David,Newton,cust62_williams.com,571.418.9547,Female,41,Houston,South,VIP,2023-06-15
63,David,Barnes,cust63_king.net,(657)416-1768x802,Female,52,Phoenix,West,Regular,2023-03-10
64,Brandon,Knight,cust64_lee.net,412.578.6866x94320,Female,65,Seattle,West,Occasional,2024-03-25
65,Heather,Suarez,cust65_gibson.com,544.681.2308,Other,43,Columbus,Midwest,Regular,2025-07-08
66,Danielle,Mcmahon,cust66_ho-nelson.com,+1-433-881-0595x5184,Male,70,San Francisco,West,Occasional,2023-03-02
67,Kenneth,Galloway,cust67_cabrera.com,(540)989-1649,Female,45,Minneapolis,Midwest,VIP,2025-08-07
68,Mark,Harris,cust68_morton.com,001-965-427-1727x2239,Female,40,Seattle,West,Occasional,2023-12-09
69,Julian,Collins,cust69_roth.org,412.216.3761,Male,39,Columbus,Midwest,Occasional,2025-10-02
70,Cory,Cruz,cust70_serrano.com,(731)342-9001,Other,58,Dallas,South,Occasional,2025-07-26
71,Donald,Malone,cust71_ochoa-parker.info,(330)684-8100,Male,70,Atlanta,South,Occasional,2023-11-11
72,William,Copeland,cust72_smith.com,966.425.4361,Male,50,Philadelphia,North,Occasional,2023-06-09
73,Jeffrey,Huber,cust73_howard-gilbert.com,(410)692-2685x926,Other,18,Washington DC,East,Regular,2023-06-21
74,Lisa,Bailey,cust74_nelson.com,810-622-5267x711,Other,32,Baltimore,East,Occasional,2025-08-28
75,Christopher,Cooley,cust75_saunders.com,967.569.5236x6878,Male,38,Phoenix,West,Occasional,2023-08-13
76,Christopher,Espinoza,cust76_lane.com,350.230.5872,Other,60,Phoenix,West,Occasional,2024-08-20
77,Michael,Atkinson,cust77_phillips.net,(333)930-2126x06501,Other,44,Dallas,South,Occasional,2024-06-26
78,Monica,Johnson,cust78_thomas-sanchez.com,001-862-727-2847,Other,59,Boston,North,Regular,2025-07-11
79,Kimberly,Dominguez,cust79_rodriguez-brown.com,+1-628-520-6678x498,Other,69,Houston,South,Regular,2024-11-20
80,Sarah,Nelson,cust80_boyd.com,(890)436-2891x7756,Other,37,Houston,South,Regular,2024-10-20
81,Linda,Lucas,cust81_nelson.com,(295)603-4281x139,Male,52,Detroit,Midwest,Occasional,2023-03-26
82,Andrea,Little,cust82_allen.org,001-209-770-0514,Male,19,Houston,South,Regular,2023-10-19
83,Justin,Sanders,cust83_edwards.com,(815)968-1820,Other,22,Atlanta,South,VIP,2026-03-13
84,Misty,Johnson,cust84_hernandez.com,+1-713-632-2889x8572,Female,40,Indianapolis,Midwest,Occasional,2025-06-29
85,Cindy,Bentley,cust85_macdonald.biz,239.491.2971,Female,42,Chicago,North,Regular,2024-07-13
86,Monica,Payne,cust86_porter.com,(342)414-9551,Other,55,Phoenix,West,New,2026-04-05
87,Kelsey,Scott,cust87_good-hines.info,+1-721-797-0546x6927,Other,49,Washington DC,East,New,2026-01-08
88,Christopher,Gutierrez,cust88_baker-hutchinson.com,+1-303-580-2146x296,Female,19,Detroit,Midwest,Regular,2024-08-03
89,Morgan,Caldwell,cust89_owens-day.info,312-716-6365,Other,67,Minneapolis,Midwest,VIP,2024-08-26
90,Wendy,Tucker,cust90_figueroa.net,(272)735-9096,Other,49,Charlotte,East,New,2024-06-15
91,Russell,Kennedy,cust91_lewis.biz,542-612-1461x476,Female,66,Indianapolis,Midwest,New,2026-05-11
92,Maria,Davis,cust92_peterson-mullins.com,856.277.8265,Other,23,Detroit,Midwest,VIP,2023-10-13
93,Krista,Harper,cust93_sharp.org,(355)802-7275,Female,65,Philadelphia,North,Regular,2025-05-21
94,Abigail,Smith,cust94_harding-mathews.info,+1-591-503-3682x9635,Male,38,Orlando,East,Regular,2024-02-13
95,Barbara,Smith,cust95_smith-mosley.net,777-366-5586,Other,44,Columbus,Midwest,VIP,2025-11-21
96,Stephen,Brooks,cust96_larson.biz,+1-349-911-1109x6179,Other,46,Houston,South,VIP,2023-10-01
97,Bianca,Johnson,cust97_christian-lewis.info,+1-861-237-1576,Female,62,Miami,South,Occasional,2025-02-20
98,Kimberly,Romero,cust98_hobbs-baker.biz,+1-830-560-0025x89552,Female,55,Washington DC,East,Regular,2024-08-04
99,Teresa,Lee,cust99_long.biz,(362)465-8263,Male,46,Orlando,East,Regular,2025-05-13
100,David,Ray,cust100_cameron-burton.com,+1-425-231-1060,Female,56,Houston,South,Regular,2025-02-22
101,Jasmine,Knapp,cust101_armstrong.com,652.333.4383x640,Male,30,Boston,North,Regular,2025-08-18
102,Courtney,Little,cust102_camacho.com,524-842-1175,Female,67,Houston,South,Occasional,2023-08-12
103,Travis,Johnson,cust103_tucker.com,466.257.2240,Male,37,Miami,South,Regular,2023-06-06
104,Theresa,Chaney,cust104_cooley-greene.com,(484)513-9080,Male,63,Phoenix,West,Regular,2023-07-02
105,Danny,Robinson,cust105_taylor-miller.com,847-531-5847x768,Male,26,New York,North,Regular,2024-07-20
106,Gerald,Mcdaniel,cust106_campbell.org,823-876-7694x5919,Female,49,Washington DC,East,Regular,2024-01-24
107,Ashley,Brooks,cust107_weiss.net,896-449-8560x125,Other,51,Indianapolis,Midwest,New,2023-11-07
108,John,Lewis,cust108_watson-chan.com,3508537953,Female,48,Los Angeles,West,VIP,2024-07-09
109,Carolyn,Rose,cust109_hoffman.org,+1-819-366-5533x07704,Male,22,Minneapolis,Midwest,VIP,2024-03-16
110,Shawn,Guzman,cust110_reyes.org,7742260880,Female,50,Phoenix,West,New,2023-07-12
111,Terry,Gallegos,cust111_cummings-hill.com,(318)257-9064x7715,Male,28,Houston,South,VIP,2023-04-18
112,Brandon,Smith,cust112_holder.biz,221.335.8004,Female,60,Atlanta,South,New,2023-12-14
113,Stacey,Jones,cust113_watts-conner.biz,322-597-1252x967,Female,22,San Francisco,West,New,2023-03-16
114,Timothy,Henry,cust114_morris-simon.com,344-915-8331,Male,53,Miami,South,VIP,2025-06-16
115,Jason,Santiago,cust115_cardenas-lopez.com,839-988-5472x81235,Female,26,Atlanta,South,Occasional,2023-04-04
116,William,Deleon,cust116_jones.com,+1-949-912-7113x07240,Female,21,Indianapolis,Midwest,Occasional,2025-08-21
117,Joseph,Mcintosh,cust117_gomez.com,(586)685-0745x1066,Other,60,New York,North,Regular,2024-06-30
118,Richard,Wheeler,cust118_lawson.com,+1-631-531-0094x3181,Female,69,Washington DC,East,Regular,2023-10-22
119,Holly,Sullivan,cust119_garcia-gross.com,932.635.4940x1289,Male,30,Miami,South,Occasional,2025-08-21
120,John,Edwards,cust120_jackson.info,(407)265-0241,Male,24,Minneapolis,Midwest,Regular,2025-12-04
121,Michael,Wells,cust121_freeman.info,400-394-3882,Male,60,Washington DC,East,Regular,2025-07-11
122,Kevin,Fitzgerald,cust122_henry-bell.net,374-657-0545x897,Male,48,Baltimore,East,Occasional,2023-06-05
123,April,Bowman,cust123_irwin.com,(670)939-6531x361,Male,58,Boston,North,Occasional,2025-12-01
124,Gregory,Lozano,cust124_barron-myers.biz,743-609-8591x679,Female,44,Seattle,West,VIP,2025-03-29
125,Tara,Porter,cust125_thomas.com,+1-682-347-4140x703,Female,67,Indianapolis,Midwest,Regular,2023-06-21
126,Tracy,Smith,cust126_keller-smith.com,(554)888-2142,Female,46,Dallas,South,Occasional,2023-03-24
127,Samantha,Carter,cust127_kennedy.com,+1-466-561-4494x29659,Female,57,Atlanta,South,New,2025-06-28
128,Derek,Spencer,cust128_torres-evans.info,+1-726-961-2875,Other,66,Orlando,East,Occasional,2024-01-24
129,Ronald,Fisher,cust129_murray-gaines.com,001-661-229-4398x52989,Female,67,Dallas,South,VIP,2024-07-04
130,Megan,Martinez,cust130_smith.info,9107415914,Female,22,Washington DC,East,Occasional,2026-03-19
131,David,Richards,cust131_stevenson.com,+1-572-332-4407,Female,35,Houston,South,Regular,2023-04-05
132,Aaron,Munoz,cust132_meyer.com,870-987-6014,Female,71,Detroit,Midwest,Occasional,2023-04-15
133,Lori,Skinner,cust133_green.org,562-902-2328,Female,50,San Francisco,West,Regular,2023-10-13
134,Kelly,Contreras,cust134_vasquez.com,666.220.4719x609,Female,39,Baltimore,East,VIP,2025-01-16
135,Debra,Sandoval,cust135_williams-meadows.com,374.402.5883x586,Other,51,Detroit,Midwest,Occasional,2025-09-29
136,Edward,Rios,cust136_morgan.com,001-746-717-6792x98842,Other,35,Chicago,North,New,2025-10-15
137,Christina,Powell,cust137_johnson.com,411.877.5331,Female,38,Seattle,West,New,2025-06-26
138,Teresa,Nielsen,cust138_salazar.com,001-517-559-0251x7629,Female,37,Baltimore,East,Regular,2026-03-20
139,Travis,Shelton,cust139_harris.biz,331.790.1302x05698,Female,34,Phoenix,West,Occasional,2024-01-28
140,Faith,Rosario,cust140_may.org,385.459.8217x6619,Other,36,Atlanta,South,Regular,2023-10-15
141,Zachary,Garcia,cust141_hall-guzman.com,3345465124,Male,69,San Francisco,West,Regular,2026-04-30
142,Sarah,Porter,cust142_montgomery-gardner.com,001-774-200-5643,Male,64,Baltimore,East,Occasional,2025-03-15
143,James,Montoya,cust143_glass-alvarado.com,371.999.0516,Male,56,Seattle,West,Occasional,2023-08-05
144,Joseph,Williams,cust144_crawford.com,(274)830-0038x96087,Other,69,Seattle,West,Regular,2023-07-21
145,Nicholas,Martinez,cust145_simmons.org,(853)256-0331x903,Female,63,Miami,South,Regular,2026-04-04
146,Alexis,Cortez,cust146_jones.info,(840)955-9342,Other,39,Orlando,East,Regular,2026-05-30
147,David,Jones,cust147_mays-harris.com,774.358.4384,Female,25,Washington DC,East,New,2025-10-18
148,Michael,Jenkins,cust148_tucker.net,948.931.5203,Male,22,Orlando,East,Regular,2023-03-25
149,Andrew,Huff,cust149_ramirez-cruz.com,2495670667,Female,53,Phoenix,West,Occasional,2023-06-27
150,Nicolas,Keller,cust150_williams.com,8958493059,Male,35,Phoenix,West,VIP,2023-11-16
151,Jessica,Moss,cust151_aguirre.biz,001-448-276-9984x2673,Other,24,Minneapolis,Midwest,Regular,2026-04-30
152,Lauren,Tapia,cust152_lutz.com,796-609-4544x90149,Male,26,Detroit,Midwest,Regular,2024-03-12
153,Scott,Smith,cust153_owens.info,+1-483-660-9149x8517,Male,72,Los Angeles,West,VIP,2023-10-05
154,Kristin,Green,cust154_martinez-mccoy.com,+1-503-210-2879x508,Male,68,Chicago,North,VIP,2026-04-04
155,Victoria,Hester,cust155_gregory.net,001-509-535-1187x181,Male,60,Columbus,Midwest,Occasional,2026-01-15
156,Ashley,Calderon,cust156_perry.com,2594556574,Female,57,New York,North,Occasional,2024-05-21
157,Bradley,Conrad,cust157_johnson.net,001-589-853-6902x611,Male,32,Phoenix,West,Regular,2024-07-26
158,Jessica,Abbott,cust158_yates.net,754.339.4353x537,Other,40,Charlotte,East,Occasional,2025-04-17
159,John,Oconnor,cust159_cox-bell.net,457-593-7639,Other,55,Houston,South,Regular,2025-12-12
160,Regina,Craig,cust160_taylor.com,416-968-2973,Female,31,Atlanta,South,Occasional,2026-04-21
161,Garrett,Barnes,cust161_dawson.com,(602)312-8866x52683,Male,54,Boston,North,Occasional,2023-01-25
162,Phyllis,Villanueva,cust162_franklin.com,001-457-267-6472x2981,Male,24,Phoenix,West,Regular,2024-06-07
163,Brittany,Craig,cust163_gray-gonzales.net,001-894-613-4750x9889,Male,47,Columbus,Midwest,Occasional,2025-07-11
164,Patrick,Todd,cust164_williams.com,(984)599-5154x21447,Female,24,Atlanta,South,VIP,2024-05-16
165,Keith,Hardin,cust165_molina.com,538-282-0908,Other,56,Phoenix,West,Occasional,2023-09-21
166,Marissa,Johnson,cust166_campbell.biz,001-478-627-4117x6741,Male,24,Columbus,Midwest,Occasional,2025-01-28
167,Elizabeth,Schmitt,cust167_garner.com,528-254-7815x06185,Female,27,Minneapolis,Midwest,Occasional,2026-02-10
168,Courtney,Sanchez,cust168_bennett.com,327.927.4231x8306,Male,52,Minneapolis,Midwest,Occasional,2025-09-12
169,Cheryl,Mckinney,cust169_barnes.org,(793)957-8243x4776,Female,68,Miami,South,New,2025-05-16
170,Colin,Rodriguez,cust170_barnes-west.com,+1-561-227-5156x27796,Male,49,San Francisco,West,Occasional,2024-04-03
171,Joseph,Lewis,cust171_brown-ingram.com,+1-656-967-6640x47350,Other,31,Minneapolis,Midwest,Regular,2024-03-27
172,Jeffrey,Hutchinson,cust172_harris.org,+1-352-298-0061x558,Male,68,Philadelphia,North,Regular,2024-09-28
173,Jason,Nichols,cust173_massey.com,825-956-3830x0081,Female,43,Dallas,South,Regular,2025-03-16
174,Eric,Turner,cust174_welch.com,3418662411,Female,56,Seattle,West,New,2023-03-07
175,Alexis,Greer,cust175_ellison.biz,994.556.8044,Other,62,Boston,North,VIP,2023-02-01
176,Joseph,Douglas,cust176_bennett-jordan.com,(384)974-8836x07658,Other,40,Philadelphia,North,Regular,2023-06-04
177,Becky,Johnson,cust177_west.org,945-521-1823,Female,64,Philadelphia,North,Regular,2023-12-15
178,Donald,Jensen,cust178_mills-franco.com,8742645205,Female,34,Indianapolis,Midwest,Regular,2023-05-11
179,Hannah,Fischer,cust179_gardner-edwards.com,377-488-1161x62028,Female,48,San Francisco,West,Regular,2024-02-21
180,Samuel,Stanton,cust180_mcclure.com,+1-787-728-6604x1644,Male,42,Atlanta,South,Regular,2023-11-03
181,Debra,Thomas,cust181_cohen.com,494.477.3522x87056,Other,28,Houston,South,VIP,2025-05-25
182,Carlos,Rowland,cust182_miles-gonzalez.com,+1-375-710-9792,Female,23,Washington DC,East,Occasional,2024-12-31
183,Angie,Perez,cust183_smith.biz,001-345-496-4883,Male,36,Phoenix,West,Regular,2025-09-15
184,Jessica,Ramirez,cust184_elliott-martinez.net,001-565-499-9497,Male,32,Detroit,Midwest,Regular,2023-06-09
185,Krista,Hays,cust185_noble.com,(927)805-1028,Male,23,Houston,South,Occasional,2023-01-05
186,Thomas,Turner,cust186_allen.biz,001-867-954-8581x93242,Female,53,Baltimore,East,Regular,2025-10-29
187,Heather,King,cust187_grant.com,(505)875-6398,Male,19,Columbus,Midwest,Occasional,2025-01-31
188,Harold,Adkins,cust188_gonzalez.net,209.645.1548,Male,67,Houston,South,Regular,2024-08-04
189,Deborah,May,cust189_williams-dominguez.com,209-707-9772x781,Female,53,Houston,South,Occasional,2023-02-22
190,Chloe,Reeves,cust190_fitzgerald.biz,207-705-1843,Other,29,Atlanta,South,Regular,2023-02-14
191,Melanie,Stewart,cust191_jackson.com,606.560.1382x41270,Male,67,Chicago,North,Regular,2025-11-09
192,William,Thompson,cust192_wilkinson.net,(315)479-1971x112,Female,26,New York,North,Regular,2025-12-05
193,Brittany,Sheppard,cust193_kramer.com,413.743.2406x424,Male,33,Columbus,Midwest,New,2024-05-08
194,Jeremy,Lopez,cust194_thompson.com,001-274-817-5955x872,Female,33,San Francisco,West,Regular,2024-10-05
195,Amanda,Clark,cust195_hamilton.com,558.984.1834,Male,58,Boston,North,Occasional,2023-08-30
196,Anthony,Wilson,cust196_welch.com,(796)790-5150x267,Female,26,New York,North,VIP,2024-02-10
197,Rebecca,Lopez,cust197_torres-owens.com,001-707-997-9966x73459,Other,66,Minneapolis,Midwest,Regular,2025-10-03
198,Richard,Williams,cust198_hines.com,(464)496-9028x24983,Other,47,Orlando,East,New,2025-11-20
199,Mason,Choi,cust199_parker.com,562.570.2324x412,Other,54,Charlotte,East,Occasional,2025-10-27
200,Christopher,Sanchez,cust200_peters.com,(417)786-3767x316,Other,44,Detroit,Midwest,Regular,2024-11-09
201,Savannah,Ross,cust201_villanueva-weiss.biz,+1-768-715-7903x923,Male,31,Columbus,Midwest,VIP,2026-03-31
202,Walter,Smith,cust202_walton.com,630.834.6156x2624,Male,56,San Francisco,West,New,2024-06-11
203,Lori,Johnson,cust203_white-sanders.net,471-851-6025,Female,41,Minneapolis,Midwest,VIP,2025-11-14
204,Shawn,Tucker,cust204_morales.com,001-819-378-5758x5126,Male,31,Columbus,Midwest,Regular,2025-12-02
205,Adam,Vaughan,cust205_lawrence.info,(707)640-1775x09546,Other,68,Miami,South,Occasional,2023-08-22
206,Lori,Daniels,cust206_carter.com,354.309.1508x632,Female,33,Dallas,South,Regular,2026-04-06
207,Jessica,Schultz,cust207_orozco-reed.info,001-393-889-7015x502,Female,49,Miami,South,Regular,2023-07-15
208,Tina,Miller,cust208_curry.com,001-716-913-9449x8830,Male,47,Detroit,Midwest,Regular,2025-03-07
209,Kathleen,Kim,cust209_barker.com,+1-662-944-0630x624,Male,58,Boston,North,New,2023-12-01
210,Kristy,Reid,cust210_walker.com,719.849.7969,Male,40,San Francisco,West,Regular,2025-07-19
211,Sarah,Smith,cust211_flores-carson.com,773.382.6460x917,Male,56,Minneapolis,Midwest,Regular,2025-01-08
212,Julie,Moreno,cust212_carter-stewart.info,8292929596,Male,72,Orlando,East,Regular,2023-11-19
213,Teresa,Hawkins,cust213_fritz-brooks.net,(669)411-6331,Male,37,San Francisco,West,New,2026-03-13
214,Katie,Joyce,cust214_pierce-bell.com,(994)655-1588x86367,Male,27,Houston,South,Occasional,2023-09-05
215,Eric,Marks,cust215_roberts-patel.com,001-372-816-9666x30932,Male,19,Charlotte,East,Occasional,2024-11-29
216,Mark,Wright,cust216_garrett.com,001-796-488-3275x3273,Male,46,Charlotte,East,Regular,2023-02-05
217,Calvin,Johnson,cust217_murray.com,(378)219-5237,Female,57,Orlando,East,Regular,2024-03-31
218,Antonio,Rhodes,cust218_cowan.biz,781-898-0770x460,Other,55,Los Angeles,West,Regular,2026-03-08
219,Sara,Soto,cust219_patterson-martinez.com,391-725-6523x734,Female,66,Minneapolis,Midwest,Occasional,2026-01-18
220,Heather,Ellis,cust220_vasquez.com,001-675-274-9490x228,Male,70,Washington DC,East,Regular,2025-09-24
221,Nicole,Elliott,cust221_carter.com,674.422.2946x4303,Male,27,Detroit,Midwest,Occasional,2023-12-10
222,Alexander,Diaz,cust222_mcgee.org,(952)498-5856,Other,42,Houston,South,Regular,2025-06-26
223,Timothy,Webb,cust223_smith-arroyo.com,743.932.4913,Male,37,Houston,South,VIP,2025-03-26
224,Ashley,Fowler,cust224_larsen.com,001-335-206-1581x4888,Female,54,Atlanta,South,Regular,2024-12-14
225,Ashley,Wright,cust225_robles-white.com,572.309.4841,Other,54,Miami,South,Regular,2024-11-24
226,Alexandra,Brown,cust226_sanchez.info,518.305.1371x717,Male,28,Houston,South,New,2023-07-25
227,Bridget,George,cust227_hudson-perkins.com,001-773-999-7046x9472,Male,32,Phoenix,West,Regular,2025-04-22
228,Justin,Brewer,cust228_camacho-wright.com,+1-488-347-1270x58772,Male,23,Miami,South,Occasional,2025-03-09
229,Ryan,Torres,cust229_peterson-mcdaniel.com,913.334.8458,Female,34,San Francisco,West,Occasional,2026-03-27
230,Kevin,Lynch,cust230_powers.biz,(629)525-8796,Other,60,Charlotte,East,Regular,2025-11-29
231,Thomas,Chase,cust231_wood-torres.com,001-457-946-9660x6065,Other,67,Dallas,South,New,2024-02-13
232,Joshua,Cardenas,cust232_clark.com,950-656-6588x3398,Female,48,Houston,South,Regular,2026-04-06
233,Charles,Martin,cust233_castillo.com,001-767-934-9960x10548,Female,64,Charlotte,East,New,2023-06-15
234,Daniel,Taylor,cust234_jones.com,(794)693-8173,Female,24,Chicago,North,Occasional,2024-03-17
235,Amanda,Carter,cust235_taylor.com,(673)225-7375x534,Male,33,Baltimore,East,Regular,2025-05-14
236,David,Jenkins,cust236_shaffer-yates.net,9856096085,Other,52,Houston,South,Occasional,2023-08-06
237,Matthew,Jones,cust237_cunningham.com,+1-828-619-7931,Female,54,Minneapolis,Midwest,Regular,2025-06-11
238,Shannon,Gilmore,cust238_hernandez.org,778-860-6940x96003,Male,57,Boston,North,Regular,2024-12-24
239,Jonathan,Walker,cust239_saunders.com,001-295-492-3234x21089,Male,45,Chicago,North,Regular,2023-08-22
240,Michael,Jones,cust240_hebert-barrett.com,926-543-3502x7160,Female,48,Columbus,Midwest,New,2025-04-18
241,Brandon,Gonzales,cust241_harris.org,312-989-8123,Male,37,San Francisco,West,Regular,2024-08-13
242,Cassidy,Brady,cust242_perry-clark.com,757.648.1700x66615,Other,31,Minneapolis,Midwest,Regular,2026-02-24
243,Ryan,Abbott,cust243_perez-haynes.biz,404.950.2329x0282,Male,57,Dallas,South,Occasional,2023-04-12
244,Benjamin,Carlson,cust244_cline.com,(496)226-2282x251,Other,38,Seattle,West,Occasional,2026-03-30
245,James,Powell,cust245_stout-baker.com,8054070260,Male,23,New York,North,Occasional,2025-02-11
246,Craig,Bailey,cust246_davis.com,776.787.2904x7742,Other,45,Boston,North,Regular,2023-09-03
247,Elizabeth,Davis,cust247_goodman-christian.com,(638)322-3116,Male,18,Boston,North,Regular,2025-08-11
248,Jeremy,Lopez,cust248_turner.org,489.242.5652x90603,Female,71,Boston,North,Regular,2024-01-24
249,Cynthia,Conley,cust249_martin.com,001-977-653-9673,Male,28,Los Angeles,West,New,2023-08-11
